cod_imovel,municipio,cod_estado,geometry
,,,"POLYGON ((-15.544951473823573 -51.33921200365566, -15.545680816148993 -51.337718765934824, -15.555010854177768 -51.319790089006865, -15.5611139216678 -51.32376516406193, -15.569314097637585 -51.306371276252726, -15.556667084397466 -51.30159240130039, -15.559032393413709 -51.297539950424394, -15.581326057272566 -51.30579688124321, -15.572386874449338 -51.321130992336776, -15.584363436452854 -51.328571386428315, -15.58448691269418 -51.32864461609187, -15.58481574809508 -51.32832362353985, -15.585177502027705 -51.32799522027374, -15.585389111130397 -51.32795628760554, -15.585496616673494 -51.327826713656805, -15.585590799659414 -51.32747624485516, -15.586065692711143 -51.32705884749169, -15.586352339503135 -51.32714119623424, -15.586598831948454 -51.32705045692063, -15.586957864681203 -51.327335047252575, -15.587034874172168 -51.32740708422627, -15.587304357634963 -51.32747998588176, -15.588007675856934 -51.32763080737532, -15.588094927309935 -51.327563880647595, -15.588202075444817 -51.32779556027221, -15.58832173211497 -51.327823359630194, -15.588593917619283 -51.327478111739964, -15.58877028005533 -51.32797732323764, -15.588960731836934 -51.328000478084675, -15.589482397312096 -51.327683421228194, -15.589495321446941 -51.32750397853503, -15.589377793776308 -51.327382067045704, -15.589363772528083 -51.32726610272968, -15.589785999848539 -51.32742860566462, -15.589988659132635 -51.32738928435789, -15.590146256448937 -51.32749801448244, -15.590270440945071 -51.32746006124322, -15.590272398280625 -51.32729906921395, -15.59014420091562 -51.32717825979406, -15.590366463592629 -51.32714885652318, -15.590460812779824 -51.32699006270346, -15.590501968500874 -51.32685441045948, -15.590246613224316 -51.326764740987976, -15.590467199073935 -51.32676863432879, -15.590614969628946 -51.32673734052775, -15.590670824563105 -51.32662652294585, -15.590678977487942 -51.326371890638924, -15.590865466090815 -51.32638524394401, -15.591069111236099 -51.326534342129236, -15.591148972305195 -51.32651264155761, -15.59122481992034 -51.32645399698553, -15.591226346269698 -51.3263392688396, -15.590996944552371 -51.325817862454706, -15.591476292070015 -51.32593129694727, -15.591751815000455 -51.32583341750087, -15.591944844135998 -51.32594770665999, -15.592048226237221 -51.32591559582804, -15.591933837472805 -51.32556599899116, -15.592159043746218 -51.32544117572215, -15.592417009872403 -51.32547749387535, -15.59266006959976 -51.32538441270409, -15.593038195619112 -51.325414110886896, -15.593351681705448 -51.32556552822653, -15.593550445326274 -51.32547041813667, -15.593752237141121 -51.3255282885958, -15.593910063535883 -51.325788130229625, -15.594073896131649 -51.32583819914301, -15.594401045427594 -51.325493119004314, -15.594507183205916 -51.32555373062282, -15.594389758924518 -51.32572769617181, -15.594373119831127 -51.32591366686839, -15.59449617046598 -51.32603055222931, -15.594607567596949 -51.32601944135863, -15.594673380966288 -51.32583811866957, -15.595257263786973 -51.32581217542004, -15.595331440062514 -51.32572209188236, -15.595327633130507 -51.32554560251461, -15.595540516074774 -51.32550079107062, -15.595776330463469 -51.32559957195484, -15.596020896873442 -51.325649022254, -15.595883802118498 -51.32591922188684, -15.596152913792253 -51.32606012484926, -15.596288011332668 -51.32597862556681, -15.596308917536742 -51.325719529012034, -15.596427433068381 -51.326029402947235, -15.596560849100936 -51.3262892097976, -15.596832936117769 -51.32649625351969, -15.596934913991559 -51.32661833096952, -15.597122824432152 -51.32664819774328, -15.597325333574169 -51.326344519711725, -15.597559268473692 -51.32649105870111, -15.597805197429265 -51.326596853703165, -15.597838346494404 -51.32673878479083, -15.597607398212068 -51.32677274636868, -15.597599245681225 -51.32696591583211, -15.597772522556529 -51.327048276403, -15.597696599157011 -51.32715775993023, -15.597324523927675 -51.327193456315776, -15.59720719403271 -51.32730315377473, -15.59721198651801 -51.32742395841423, -15.597480974630841 -51.32758641167334, -15.59767214759428 -51.327610874362854, -15.59783698165581 -51.32753455307719, -15.597939984846947 -51.32745346964029, -15.597936444589756 -51.32758452228261, -15.597817837724017 -51.32776231209207, -15.59778945658488 -51.32793987184347, -15.597571432364541 -51.327855200775886, -15.597466518395601 -51.32794439616702, -15.59747807247308 -51.32807761790517, -15.597659032111064 -51.32828200149212, -15.597834236253803 -51.32834477747974, -15.597999980885943 -51.32826426057835, -15.598193659474463 -51.32842696891805, -15.598363017855604 -51.328408675509856, -15.598306138719927 -51.32817557147573, -15.598509399274146 -51.328217963821444, -15.59857461253594 -51.328137100268634, -15.598583868794723 -51.32793199184818, -15.598803427810669 -51.327654271959055, -15.598918059088803 -51.32747488917889, -15.598880201649322 -51.32764161436458, -15.598906334616919 -51.32769855682957, -15.599316338542055 -51.32763036642059, -15.599291879023038 -51.327845712306875, -15.599701424268105 -51.3281456069575, -15.599835517492133 -51.328071195442554, -15.600217198687838 -51.32795958488815, -15.600167616197416 -51.328107449648755, -15.600240230753801 -51.3283374092462, -15.600072683146946 -51.328414472665756, -15.600027236937025 -51.32851663618153, -15.600060748110876 -51.32859691102441, -15.600217281335537 -51.32881207935203, -15.600378935381023 -51.32874657366648, -15.600368336752831 -51.32863975006355, -15.600565624412974 -51.32856515935284, -15.600411370244156 -51.328821063546734, -15.600388704366903 -51.3291660738465, -15.600491815403082 -51.32937556086347, -15.600661500887872 -51.3294406619068, -15.601213603629954 -51.32926533428243, -15.601295909297038 -51.32912059951615, -15.6011090983711 -51.32902086386255, -15.601312654506042 -51.32880514847637, -15.601540845325534 -51.32880159403647, -15.601780765349918 -51.32881382286653, -15.601690814515038 -51.329113579902, -15.601524889991053 -51.32967589616925, -15.595506326953133 -51.35321924978724, -15.592809874655435 -51.3643568016057, -15.592743132436668 -51.364643138298455, -15.590283472597315 -51.37538075043837, -15.587412563698411 -51.373773448537975, -15.587229325927952 -51.37365801620935, -15.572320751981247 -51.36540083038149, -15.55193670698376 -51.354012636769774, -15.551233729084954 -51.35371664504579, -15.550323831003318 -51.35402750661656, -15.54954453603972 -51.354134354181056, -15.548481437554926 -51.35413943832193, -15.54744627268605 -51.35392047390964, -15.546270641284053 -51.35340359767819, -15.545622944273315 -51.35296726702143, -15.544946631625892 -51.352333561173324, -15.54440863337954 -51.351646751979146, -15.544246798260282 -51.35136773675037, -15.544007874143293 -51.35090058851156, -15.543499539126845 -51.34934954728827, -15.534595024664895 -51.34440491388357, -15.523236015352577 -51.338107518112615, -15.50990594205268 -51.3248032786502, -15.509326835245266 -51.32465235011391, -15.496495546817114 -51.323901632554204, -15.494151529650079 -51.323798315483266, -15.493764780787277 -51.323851042680744, -15.493473097086383 -51.32399500630319, -15.492654256349484 -51.32339256729144, -15.491240309589397 -51.32337722335979, -15.490717399804529 -51.323001992027315, -15.490405499659099 -51.32200635412879, -15.489676211962825 -51.32142775105687, -15.488830125084535 -51.31921808435297, -15.488106262642482 -51.31932344305703, -15.487873475098374 -51.31919032564067, -15.487005064315715 -51.318282610835226, -15.486848304703479 -51.31745980278503, -15.48614819159844 -51.316701802840804, -15.485579347108395 -51.31581721524475, -15.485295457597537 -51.31557103193121, -15.484882549209974 -51.314949033607064, -15.484418913980072 -51.31414059647476, -15.48393011593096 -51.313159278969906, -15.483016464570625 -51.312771659348535, -15.482605264527317 -51.31272694453438, -15.482029351745174 -51.31267545653169, -15.481703680194961 -51.312564492466066, -15.481647166112458 -51.3124431183558, -15.481819963063483 -51.31229486585839, -15.482489595926799 -51.31185648654357, -15.482817404693018 -51.312119042267895, -15.483029221991629 -51.311995925590644, -15.483206284017422 -51.31138666363512, -15.483643294871237 -51.31094970233403, -15.48378435314914 -51.310676007218355, -15.48417416333476 -51.31088803214597, -15.484015207336908 -51.3110951355128, -15.484067554026167 -51.31128745155156, -15.484506145398607 -51.31159082211434, -15.48458539460344 -51.31155364915264, -15.484547833714926 -51.3113263938093, -15.48469059367084 -51.311128775255305, -15.485340480299957 -51.31090851354324, -15.485562875540975 -51.31072033580206, -15.485899101662813 -51.31123425338093, -15.486007606119374 -51.31135169859002, -15.486500779704828 -51.31167184209324, -15.486712229418181 -51.3116169666499, -15.48674502577511 -51.311439599072685, -15.486539750505843 -51.3111541947757, -15.486860849365396 -51.3109812670154, -15.486974200617015 -51.311188127565835, -15.487192796359542 -51.311323265353266, -15.48721156777189 -51.31102551614049, -15.487367102068589 -51.31074419316789, -15.487538668310485 -51.31057020184024, -15.488181489846198 -51.310681080270534, -15.488324941623683 -51.31056988376751, -15.488592157869665 -51.3100741081202, -15.48859236614629 -51.310376922193306, -15.488602721248935 -51.3105999458122, -15.488706867912123 -51.31079495383909, -15.488909071912051 -51.31056394983844, -15.489575811894772 -51.310316390520384, -15.489766569105216 -51.31006010233587, -15.489918015213265 -51.31037265334579, -15.490067291301493 -51.31036299351071, -15.490321409351738 -51.30992369233029, -15.490328197420803 -51.309724652935856, -15.490233958879156 -51.309490594602266, -15.490012283393803 -51.30916488695363, -15.490494122210572 -51.30905866626201, -15.49063228292525 -51.3093043507432, -15.491146569744247 -51.30946267747158, -15.491353982678623 -51.309449467376446, -15.491448137495208 -51.309291019596785, -15.491487386916848 -51.309087925113566, -15.49171454004634 -51.308922775397455, -15.491968287718942 -51.30900594257678, -15.492290675223705 -51.30907429475912, -15.492424186450256 -51.309541495047945, -15.492555563682807 -51.30959511284773, -15.492824775169128 -51.309481303442354, -15.492870522549289 -51.309221811499334, -15.493359343953625 -51.309229717157926, -15.493525643948992 -51.30958825903622, -15.493665742683854 -51.30974071725019, -15.49380044154534 -51.30968190124733, -15.493860220021554 -51.30915112038298, -15.494017515389405 -51.30877236090869, -15.494161010326694 -51.30901805733844, -15.494953475377446 -51.308985950386365, -15.494819317959866 -51.30911031120694, -15.494905115590015 -51.30969119128477, -15.495260989630381 -51.30966915864059, -15.495530986330195 -51.30996296792617, -15.49571075264503 -51.31000136858494, -15.495841104831372 -51.30988315560611, -15.495955882339874 -51.30939496619742, -15.496140016735021 -51.309800529334446, -15.496399383386997 -51.309809027120394, -15.496469610493003 -51.309629189407055, -15.49644031451401 -51.30924436757398, -15.496711981984713 -51.30937828336183, -15.496883399974559 -51.30930954482183, -15.496961588009244 -51.30893168806393, -15.497155751652299 -51.309212799401536, -15.498316036119563 -51.30856756575848, -15.498633973643239 -51.308326185093556, -15.49881686061285 -51.308071737088525, -15.498982307950662 -51.30800541208032, -15.499123043199072 -51.308350498959086, -15.499345030021022 -51.308453667134714, -15.499835103480692 -51.30840637774014, -15.500331571397455 -51.30850622421837, -15.500662240736496 -51.30847044601821, -15.50090863109056 -51.308318929567875, -15.500834627061348 -51.30887357602879, -15.500808695361627 -51.30925077166649, -15.50100803921937 -51.30931838489966, -15.501237572693773 -51.30919667983558, -15.501660958802624 -51.30860796035102, -15.501966405325273 -51.30857158526238, -15.502120466645259 -51.30895473796623, -15.502159644426468 -51.30932019172191, -15.50226646243962 -51.30954495854675, -15.502460431419474 -51.309512521189596, -15.502667956607809 -51.30916048698853, -15.502833886363858 -51.30958953180477, -15.503022702749119 -51.309685754228994, -15.503192112021654 -51.309437435754845, -15.503459604880645 -51.30938869781493, -15.50362036792858 -51.30905197648729, -15.50400987269023 -51.30915959260457, -15.504128658776954 -51.30961821961143, -15.504634569436522 -51.309882184249034, -15.50491848507047 -51.30985584822323, -15.50527807670957 -51.30943858341966, -15.505760275681785 -51.30939771700974, -15.505868549430925 -51.30922827720943, -15.505826253621274 -51.30889442017611, -15.505669036193868 -51.30850547515699, -15.5067396651485 -51.30744833579773, -15.507199667212596 -51.30711596595045, -15.507627501298739 -51.30657553004584, -15.508088239690725 -51.30616754062123, -15.508468574123548 -51.306043346216924, -15.509545201518819 -51.3061319252391, -15.510606266537826 -51.30649013456816, -15.510884134885115 -51.30665175796126, -15.511486825804838 -51.30682085461328, -15.512743565898361 -51.307348687261516, -15.513679262713618 -51.30749124035698, -15.514218493410723 -51.307655678987615, -15.514631346741336 -51.307941239731726, -15.515362297889888 -51.30838830413369, -15.516167468591927 -51.30857924972513, -15.516727580077509 -51.30887463813799, -15.516928210525926 -51.30912100630557, -15.517102617354384 -51.30950020805786, -15.517471584097208 -51.30987625075758, -15.517322707214488 -51.31024583321567, -15.516689083507913 -51.310667745573504, -15.516788876263941 -51.31100086733955, -15.517038356989827 -51.3111597550793, -15.517194820420162 -51.31105359851014, -15.517424967685683 -51.3113310637255, -15.51778995603321 -51.311577028969396, -15.517991160246526 -51.31135037494238, -15.518089351751613 -51.31153607785665, -15.518523044354977 -51.3117214454215, -15.518897249970864 -51.31216202763455, -15.519012506449418 -51.31255448039659, -15.518860154155313 -51.312757617088494, -15.518876636998371 -51.313120176157035, -15.519020980987628 -51.31333690748606, -15.519426971140591 -51.31418399505847, -15.519377687728205 -51.31470012268052, -15.519017984154829 -51.31544226952931, -15.518875751986437 -51.31608991540531, -15.51877758586492 -51.316331362031036, -15.519064256078568 -51.316528078368925, -15.519118650130434 -51.31673889382476, -15.519259283227584 -51.316830021794004, -15.519473375518233 -51.316761160967964, -15.519950464426307 -51.31719454497468, -15.52025384275659 -51.3175912996733, -15.520393539743603 -51.31770443312602, -15.520909831203207 -51.317971811466066, -15.52068730726243 -51.31811973047681, -15.520678475527369 -51.31835115145997, -15.520809869675702 -51.31839116865778, -15.521399404971948 -51.31827197261282, -15.52143940633618 -51.31849405150486, -15.521139715880299 -51.31848790375744, -15.520896256233073 -51.31860874910751, -15.520914606915168 -51.31873540435279, -15.521427303688148 -51.319049496403615, -15.521538529521237 -51.318969476169485, -15.521791426010543 -51.31913780019115, -15.521773053079633 -51.31933946229874, -15.521671876744458 -51.3196594188317, -15.521797741331303 -51.31995911771023, -15.521881972797992 -51.320040744276454, -15.522153993920123 -51.32011249670645, -15.52219045585286 -51.32028030219147, -15.521946251959823 -51.320352657082715, -15.521692753337218 -51.320600019471414, -15.521823818082556 -51.320742048544375, -15.522144258413455 -51.32071596859586, -15.522283198880237 -51.32047728732713, -15.522452195557612 -51.32064623015647, -15.522621416687452 -51.320598283353725, -15.522840089763966 -51.32061307423699, -15.522791367368665 -51.32079501537297, -15.523130461452858 -51.321370122821065, -15.523237182723966 -51.32134194117656, -15.523477934395212 -51.32109483792745, -15.52338670689648 -51.321410242502395, -15.52353978201154 -51.32152340096163, -15.523781016785362 -51.32137933574942, -15.524103411843786 -51.32131465549969, -15.524250135273997 -51.321070949132334, -15.524932958317352 -51.32139603895291, -15.524489362643047 -51.32137446474038, -15.524435969955091 -51.32153476662292, -15.524520471464491 -51.32161676828279, -15.524702152961888 -51.32164185350111, -15.524722832860999 -51.32202997939771, -15.524543600977907 -51.3218750047356, -15.524365652431065 -51.321955946735045, -15.524342381996975 -51.32216646188484, -15.524432588067269 -51.3223660568645, -15.524385176903078 -51.32251583084107, -15.52440018555489 -51.322638846704486, -15.524933385540589 -51.32302376015371, -15.52529317069708 -51.32286197673688, -15.525335211448043 -51.322984568993576, -15.525146265229886 -51.32304339363751, -15.525118550537849 -51.32320121788718, -15.525195160355446 -51.3233624682834, -15.525288567577869 -51.323474417211834, -15.525373090789182 -51.32372612999929, -15.525531479048116 -51.323729360971285, -15.525578380785525 -51.32361930903409, -15.525457742276082 -51.3233968194113, -15.52571568709376 -51.32338743037841, -15.525819384814044 -51.323510212346946, -15.526033135117583 -51.32330577395812, -15.526151381825187 -51.323309594826895, -15.526581680359067 -51.32370610203205, -15.526892506978111 -51.32382426575485, -15.52708923241468 -51.32394756685912, -15.527186310642733 -51.32396040013999, -15.527310604345175 -51.32390958746617, -15.527506758505298 -51.32392928927103, -15.527619415585635 -51.323860834423115, -15.527656367325935 -51.32375440257768, -15.527793167125113 -51.32411446129289, -15.528010006295375 -51.324454224227885, -15.528249602862847 -51.32474926419869, -15.528437691418171 -51.32496636157723, -15.528497846419382 -51.32500440798037, -15.528708347906758 -51.324919788103166, -15.528663800568514 -51.325149576405636, -15.528767075940983 -51.325374187983776, -15.52897149861178 -51.32548827213117, -15.529198377099652 -51.325517348710385, -15.529275491975698 -51.32533488819442, -15.529544161512668 -51.325654874126286, -15.529160302224309 -51.32571040749901, -15.529052844006136 -51.325808802874676, -15.529474029787048 -51.32612846929213, -15.529585249055842 -51.32629928998294, -15.529348048201333 -51.3265867766186, -15.529327691552414 -51.3267802362333, -15.529476630832017 -51.32699802085578, -15.52941018117723 -51.3271204453491, -15.529171530861555 -51.326860184359724, -15.529008920556949 -51.326838760709244, -15.528909210623814 -51.32725990172528, -15.529039806659455 -51.32734916036336, -15.528872091082015 -51.32747832507312, -15.528819292192692 -51.32766194179069, -15.528889790524252 -51.32791830078076, -15.529046424243157 -51.32800704148787, -15.529263012334066 -51.3280251011819, -15.528877658090853 -51.328173690009464, -15.528607607919824 -51.32823769771698, -15.528556381943703 -51.328396698847726, -15.528689980289023 -51.328533706118435, -15.528861450169309 -51.328615943280475, -15.529050244661365 -51.32896340775292, -15.529340925501916 -51.32913013154483, -15.529427861818668 -51.329335510534214, -15.52913095724977 -51.329522842513796, -15.529105348460456 -51.329720302944665, -15.529318700539806 -51.329725770678266, -15.529524598412978 -51.32987958582716, -15.529558099940369 -51.33038952498957, -15.529661773149524 -51.330586352451185, -15.529790781952412 -51.330647915958686, -15.529390010216463 -51.33088795291318, -15.52933354224613 -51.331044614361, -15.529596340180714 -51.33111478397052, -15.529498741192297 -51.331389060114, -15.529676260124713 -51.33153621099372, -15.52994683034258 -51.331487687500186, -15.530009112022226 -51.33173415154719, -15.529953990015043 -51.33189715631789, -15.530017780740147 -51.332101753986805, -15.530170505572944 -51.33226359953257, -15.530529393664006 -51.33234166461293, -15.530691914041803 -51.3323623466075, -15.530873196682236 -51.33259119189064, -15.531445561083558 -51.33265206916663, -15.531841962790253 -51.332853378955505, -15.531556775268042 -51.33324223988343, -15.531472021555565 -51.333449957769886, -15.531556860259874 -51.333604889031115, -15.531779901037378 -51.333659985475556, -15.53204941667922 -51.333651466948275, -15.5324407219939 -51.33333607093395, -15.532525645104858 -51.33349501278372, -15.532306923780562 -51.333692444987555, -15.532297424897134 -51.33387585298594, -15.53255128015488 -51.333880551081556, -15.532785987278137 -51.33381350874979, -15.532738149113294 -51.33400133145564, -15.532992955615242 -51.33415401992629, -15.533239500797398 -51.33438894256855, -15.532801998332987 -51.33452401001557, -15.532947073965875 -51.334780496495036, -15.533308678668986 -51.3347357602523, -15.533666345712824 -51.33448558583018, -15.533904492396962 -51.33441593837061, -15.533994469067153 -51.33469965980403, -15.53433056143339 -51.33484530096825, -15.534916012226866 -51.33480129893146, -15.535207687598584 -51.33472651574991, -15.535209227477988 -51.33442643467906, -15.535374130204206 -51.33442595456476, -15.535560072652318 -51.33456128289696, -15.536010851939476 -51.33479243559901, -15.536541095310225 -51.33490659297215, -15.536768281800411 -51.33467205739159, -15.536875827511466 -51.33445886964023, -15.537077032241642 -51.33478380578478, -15.53741384075249 -51.33457648956719, -15.537728650715966 -51.33480593287798, -15.538007820487584 -51.334810113730455, -15.538372910018376 -51.334673155049764, -15.538548156673395 -51.33476706398074, -15.538685889847404 -51.334678695869336, -15.538875483791156 -51.33485021479358, -15.5389971101078 -51.335188174555434, -15.53876063877081 -51.33522611934415, -15.538671809482988 -51.33537788507114, -15.538830265292559 -51.33557415957152, -15.538741705994033 -51.335726578404284, -15.538412443218691 -51.33590565058036, -15.538421634387152 -51.336103641597035, -15.538646074777823 -51.33618895897046, -15.538973547576997 -51.336235463769064, -15.539092009665602 -51.33615695007768, -15.539067054549758 -51.33568383565436, -15.539370598423686 -51.33541426513092, -15.53933353368239 -51.33565069584078, -15.539366248647031 -51.335836975901756, -15.539455717465106 -51.33585922188791, -15.540257879788859 -51.33557320622957, -15.540513181664906 -51.33551822660214, -15.540579985633588 -51.335819638312486, -15.540769776576333 -51.33609858886254, -15.540764445484614 -51.33627464387849, -15.541084046283936 -51.33632542628092, -15.541335902384699 -51.336455178588665, -15.541228024009166 -51.33676656600022, -15.541139606273845 -51.33688494848877, -15.541168213813279 -51.33709612255448, -15.54139630536817 -51.337039981303285, -15.541577661267258 -51.33680322341563, -15.541600405293444 -51.33653226299695, -15.542023279551985 -51.336919303344295, -15.542000022303625 -51.33705252637752, -15.54213555256621 -51.33716390629289, -15.54234830530196 -51.337206216961164, -15.542395230277224 -51.33702621830674, -15.54221643359596 -51.336712032292276, -15.542550820259036 -51.33690785108889, -15.542738466622053 -51.3371693631372, -15.54299341349108 -51.33716940479278, -15.54316503285532 -51.337033158430465, -15.543165745077365 -51.33715868099217, -15.543192154334674 -51.337329194342246, -15.543256563365054 -51.337775991402694, -15.54328400647753 -51.33792048838862, -15.543609155657252 -51.338008025663726, -15.54372423641007 -51.33818950176362, -15.5436585555276 -51.33845498581343, -15.543513802560293 -51.338639394902806, -15.543536038212228 -51.33881885439162, -15.543752246490937 -51.33890668134226, -15.544031446018096 -51.33883244017857, -15.544281061837925 -51.33888936112504, -15.544428635684792 -51.33928136952033, -15.544503195714075 -51.33953290896503, -15.544748545616907 -51.33954189041208, -15.544951473823573 -51.33921200365566))"
GO-5212204-F3A12BE84DF7404989ED34657671EADE,Jussara,GO,
GO-5212204-F9D8CEEE683C4CF0AA64F517381CE6A0,Jussara,GO,
GO-5212204-FD40D8C25F054CC0AC3449EBFAE863CB,Jussara,GO,
GO-5212204-FE9378475EAB41548AD312054603D2A9,Jussara,GO,
GO-5212204-FF2B860A5A8E4683AC9980742FD4017B,Jussara,GO,
GO-5212204-FFA9CF9AB45940F9BFA6ABCCF2A34EC0,Jussara,GO,
GO-5212204-FFF0D6BB370744B6ADC11130F3424BAA,Jussara,GO,
GO-5219258-021D6EEAC0FE4976868FEBAAD4C9056C,Santa Fe de Goias,GO,
GO-5219258-6D5094743E1043679D24C466E4814A0D,Santa Fe de Goias,GO,
GO-5219258-782BD54A308C45BEA6E4184FDA795ED5,Santa Fe de Goias,GO,
GO-5219258-790AA7BBD80648C79EF9210095176353,Santa Fe de Goias,GO,
GO-5219258-803E3D97C5A8498CBB0C2DFE0F2EB8E7,Santa Fe de Goias,GO,
GO-5219258-D8B970A69F30415F9FDEE84663A2210B,Santa Fe de Goias,GO,
GO-5219258-E7F86639E6404DC4AD9B8DBFAFFB112B,Santa Fe de Goias,GO,
GO-5207600-E22FF9A4A75344D3994CB002B90B6686,Fazenda Nova,GO,
,,,POINT (-35 -10)
